time,x_left_wrist,y_left_wrist,z_left_wrist,x_right_wrist,y_right_wrist,z_right_wrist,scale_factor,x_right_thumb_tip_relative,y_right_thumb_tip_relative,z_right_thumb_tip_relative,x_left_thumb_tip_relative,y_left_thumb_tip_relative,z_left_thumb_tip_relative,x_right_index_finger_tip_relative,y_right_index_finger_tip_relative,z_right_index_finger_tip_relative,x_left_index_finger_tip_relative,y_left_index_finger_tip_relative,z_left_index_finger_tip_relative,x_right_middle_finger_tip_relative,y_right_middle_finger_tip_relative,z_right_middle_finger_tip_relative,x_left_middle_finger_tip_relative,y_left_middle_finger_tip_relative,z_left_middle_finger_tip_relative,x_right_ring_finger_tip_relative,y_right_ring_finger_tip_relative,z_right_ring_finger_tip_relative,x_left_ring_finger_tip_relative,y_left_ring_finger_tip_relative,z_left_ring_finger_tip_relative,x_right_pinky_finger_tip_relative,y_right_pinky_finger_tip_relative,z_right_pinky_finger_tip_relative,x_left_pinky_finger_tip_relative,y_left_pinky_finger_tip_relative,z_left_pinky_finger_tip_relative,File,Speaker,comparison_id
295980.0,0.235728855401863,-0.3638760113547465,0.2503636242358001,-0.1142105716231082,-0.4321687039854993,0.2503634961533347,2.455025374098333,0.15682042767284,-0.09716060233475693,0.007599376996767826,-0.12826776716130278,-0.12028735340268432,-0.004129440025307407,0.1474538167796708,-0.15710165649452096,0.0056016763780145085,-0.1645295472897167,-0.1638192525302729,-0.026632883563972615,0.113771449988818,-0.14874702643630805,0.009535297104471319,-0.1436645979477385,-0.18320210591066793,-0.03070500309791782,0.07414417605153839,-0.14746931472793273,0.009368540350388976,-0.1224441085735294,-0.2024092322948881,-0.03340463996652482,0.0396915781274888,-0.1392808352818134,0.0101621284118103,-0.08532702347405341,-0.20494009484284575,-0.037061185212409614,028_b,B,1084
296000.0,0.240610576869404,-0.3661158961838597,0.2565173715381272,-0.1142185532650598,-0.4331913840087589,0.2565172302577508,2.455025374098333,0.1582579464209245,-0.09688322448988629,0.007921212361833074,-0.12298516412078601,-0.12525629488216028,-0.004525841643092721,0.1490603244881291,-0.1566168970779045,0.005811378141322321,-0.15775937418730263,-0.17000200564123974,-0.027010754407119114,0.11519372557200039,-0.14832016217770105,0.009763589462951305,-0.1359569703881063,-0.18849965259540508,-0.031318347219276094,0.0755513058969958,-0.1477952883715199,0.00951171376599147,-0.11346027672759251,-0.2065437050210473,-0.03385941867066991,0.0408373725458773,-0.1399758668762363,0.010249588856319103,-0.0759247267613089,-0.20851015875854723,-0.037550943890327204,028_b,B,1084
296020.0,0.2454339600445645,-0.3688585764202809,0.2624490240252394,-0.1144042573743908,-0.4341487238577624,0.2624488673806808,2.455025374098333,0.1597588568813226,-0.0969909382279428,0.008220136134175382,-0.11731447247890961,-0.13051565491954348,-0.0047146086450631786,0.1509467309142627,-0.1567962350559089,0.0060985494073734214,-0.1492191508335764,-0.1765563198960241,-0.027113476462472585,0.1169544909093909,-0.1483315530280418,0.010023804383143209,-0.1263492158929434,-0.19407049733517928,-0.03172818005369621,0.0771979131180002,-0.14834519039862482,0.00970594434538058,-0.10237819001812079,-0.21145345759875417,-0.034212061902862995,0.0422283369542365,-0.1410438588943177,0.0104463363584813,-0.06435624784920871,-0.2125801279354263,-0.037836799255791004,028_b,B,1084
296040.0,0.2500456354390203,-0.371995032353291,0.2676087992351006,-0.1148882086345813,-0.4350550129676345,0.267608627266361,2.455025374098333,0.1614586060771826,-0.09746753082183934,0.008347655763644435,-0.1120206218763703,-0.13519551636499827,-0.004598578747474991,0.1529748429934663,-0.15753521289736705,0.006375664210790222,-0.139808875398526,-0.1825218169573688,-0.026896454165833916,0.11895966135246469,-0.14874727373019825,0.010253727441825622,-0.11590525874329072,-0.19911574734448756,-0.031899101503669924,0.0790416504947555,-0.14907423641402184,0.00990735888324984,-0.09049135155277252,-0.21619266757243816,-0.034479674994770726,0.0439039626085902,-0.1424049992806613,0.0107118244663707,-0.0518915252459915,-0.21646073021340495,-0.03800076938742791,028_b,B,1084
296060.0,0.2542584502829967,-0.3753494555165073,0.2719224968568728,-0.1156079557065368,-0.4359468352430908,0.2719223107917352,2.455025374098333,0.1632544130565677,-0.09814468622533307,0.008221992100592102,-0.10779252123913471,-0.13858570386789199,-0.004280313998786034,0.1549390169318915,-0.1586283601367074,0.0064865707097833125,-0.1308495234891936,-0.18710158007265504,-0.02651569611918142,0.120959579409472,-0.14938263707969007,0.010329571267126803,-0.1061774111299319,-0.20299613106534237,-0.03193780624924181,0.0809266126501223,-0.14987155095459853,0.010000946397916821,-0.07939541146296411,-0.21989454964719274,-0.0347429664642325,0.0457406538596435,-0.14390102801198618,0.010909429906431234,-0.0401708367840625,-0.21958674836943498,-0.03817787186159141,028_b,B,1084
296080.0,0.2578023574389168,-0.3787328940984404,0.2760638725368817,-0.1164270856101055,-0.4368512615519555,0.2760636743973512,2.455025374098333,0.165030662367605,-0.09874334947656793,0.007794498328376198,-0.10493316218013699,-0.14038975128922898,-0.004003676812426971,0.1566892257523081,-0.15992094772186194,0.006278973322624892,-0.12364578683336247,-0.1898910159990202,-0.026243534400627183,0.1227849908114681,-0.15016439351877375,0.010144874591563602,-0.09860279724646048,-0.2053681072094165,-0.03202707081093609,0.08275874871921199,-0.15076092949640474,0.009888291826781692,-0.07051493103250547,-0.22201107596511133,-0.0350897388499731,0.04760828446644419,-0.14548881823567994,0.010920138914002231,-0.030728755825243176,-0.22161101377679998,-0.03846179039508618,028_b,B,1084
296100.0,0.2603103705832663,-0.3819924954244595,0.2807588355261273,-0.1172451248859876,-0.4377446972998422,0.2807586282545671,2.455025374098333,0.166817099142407,-0.0989736637688412,0.007078154138258019,-0.10332768383571969,-0.1408186065523323,-0.003975714991116708,0.1582019504750943,-0.16136212711562914,0.005702516089393095,-0.11900870833187979,-0.19090128648938226,-0.02627456664306388,0.1244775582896661,-0.15119347290283613,0.009683188313963975,-0.09396852009559828,-0.20619590270637828,-0.03228421205872578,0.08457575712627369,-0.151889937898801,0.009557461315555404,-0.06473147061757187,-0.22237152819183242,-0.0355315505030121,0.049463539056674194,-0.14723495254034358,0.010731853368397881,-0.024561045793359576,-0.22237782502117126,-0.0388316694593972,028_b,B,1084
296120.0,0.2614212530302594,-0.3849812205165503,0.2857205866969129,-0.1180445332833919,-0.4385301973767219,0.2857203741311563,2.455025374098333,0.1687506625194268,-0.09863543242190126,0.0061878879346072835,-0.10275973403329502,-0.14036241419744672,-0.004219768584274142,0.1595666227686957,-0.16296254109011127,0.004846443986238291,-0.11709292372024532,-0.19042710300096838,-0.026590312965207197,0.126204094581786,-0.15257207821871127,0.009034206036389603,-0.09233077767172274,-0.2057034775588225,-0.03267742401047574,0.08646953806572891,-0.15335246092318539,0.009084593872078273,-0.06230467098175574,-0.221187729759508,-0.03598204885925241,0.051332443914378995,-0.14916014406023287,0.010433846851430784,-0.02198958049226013,-0.22193278505694375,-0.03917076121545163,028_b,B,1084
296140.0,0.2609474060949566,-0.3875102828453485,0.2895208670935766,-0.1188616799708247,-0.4390770854022239,0.2895206534646695,2.455025374098333,0.1709163509924375,-0.09768546453599658,0.005306394524712321,-0.1032131977450842,-0.13937717343933764,-0.004567278258935714,0.1609013789980093,-0.16471048731925686,0.003878682457692628,-0.1176327684902363,-0.18884237470080922,-0.026978430241045404,0.12806839755439758,-0.15424224765326544,0.008337287349064804,-0.0933230106412839,-0.204248337113615,-0.03306219680080641,0.0884786897787847,-0.15507700620975706,0.008574632815759708,-0.0630306685220722,-0.21896999406776319,-0.03632175321702741,0.05325067585297799,-0.15114965383038825,0.010137015850826436,-0.022807357126355704,-0.22055100696026697,-0.03936124586963513,028_b,B,1084
296160.0,0.2589406859737637,-0.3894065923093892,0.2906786484882461,-0.119713495770231,-0.4393000264789455,0.2906784378036017,2.455025374098333,0.1732192185777361,-0.09624696946770506,0.004608430485025405,-0.10479343018763737,-0.1378713392354443,-0.004778022821447292,0.1622393677905809,-0.16654755661388965,0.002978680964587088,-0.1202259828725458,-0.18644014829666228,-0.027172865357927678,0.13001760573640858,-0.15607315902283725,0.007729803093054988,-0.09642912958627639,-0.20213366591318677,-0.03328008373647279,0.0905738040731087,-0.1569492919044304,0.008127010046680483,-0.0664049138319148,-0.21627447842569852,-0.03647536594004369,0.05522966965198649,-0.15306295444657536,0.009927930332904678,-0.026462265349282282,-0.21862280864618594,-0.03936028106901601,028_b,B,1084
