pair,comparison_id,hands,detected_hands,match_hands,average_distance,average_distance_z,average_distance_xyz,average_distance_xyz_z,average_distance_adjusted,average_distance_so,average_distance_movement,average_distance_position,average_distance_smop,left_thumb,left_index,left_middle,left_ring,left_pinky,left_wrist,right_thumb,right_index,right_middle,right_ring,right_pinky,right_wrist,left_movement,left_position,left_so,left_smop,right_movement,right_position,right_so,right_smop,left_right_thumb,left_right_index,left_right_middle,left_right_ring,left_right_pinky,left_right_wrist,right_left_thumb,right_left_index,right_left_middle,right_left_ring,right_left_pinky,right_left_wrist,left_thumb_z,left_index_z,left_middle_z,left_ring_z,left_pinky_z,left_wrist_z,right_thumb_z,right_index_z,right_middle_z,right_ring_z,right_pinky_z,right_wrist_z,left_thumb_xyz,left_index_xyz,left_middle_xyz,left_ring_xyz,left_pinky_xyz,left_wrist_xyz,right_thumb_xyz,right_index_xyz,right_middle_xyz,right_ring_xyz,right_pinky_xyz,right_wrist_xyz,left_thumb_xyz_z,left_index_xyz_z,left_middle_xyz_z,left_ring_xyz_z,left_pinky_xyz_z,left_wrist_xyz_z,right_thumb_xyz_z,right_index_xyz_z,right_middle_xyz_z,right_ring_xyz_z,right_pinky_xyz_z,right_wrist_xyz_z,left_thumb_adjusted,left_index_adjusted,left_middle_adjusted,left_ring_adjusted,left_pinky_adjusted,right_thumb_adjusted,right_index_adjusted,right_middle_adjusted,right_ring_adjusted,right_pinky_adjusted,round,target,A_LH_referent,A_RH_referent,B_LH_referent,B_RH_referent,gesture_similarity_coding,A_begin_hmsm,A_begin_msec,A_end_hmsm,A_end_msec,A_duration_msec,A_round,A_trial,A_target,A_hands,B_begin_hmsm,B_begin_msec,B_end_hmsm,B_end_msec,B_duration_msec,B_round,B_trial,B_target,B_hands,pairnr,include,speaker_1,speaker_2,handedness,position,shape,movement,orientation,n_hand_A,n_hand_B,handedness_one_or_both,n_features_original,n_features,n_features_shape_movement,duration_diff,duration_diff_abs,A_begin_msec_adj,A_end_msec_adj,A_duration_msec_adj,B_begin_msec_adj,B_end_msec_adj,B_duration_msec_adj,min_duration_adj,hands_dtw,A_begin_msec_aligned,A_end_msec_aligned,B_begin_msec_aligned,B_end_msec_aligned,A_duration_msec_aligned
pair07,48,both,both,True,0.2581557481644639,2.258714497480651,0.2588701696095802,1.9605866647110644,0.1719220457155871,0.1579924224774647,0.006172906147702852,0.8045213429789453,0.322895557201371,0.11114403214228423,0.12234892374420264,0.14973052997327632,0.15022322748295072,0.1436918556144213,0.6451255002444227,0.2582645984687494,0.22829639317608869,0.1811189713061946,0.13799397004204023,0.09711172282443888,0.8728192529544971,0.006002188959448811,0.6893477743077999,0.13542771379142704,0.27692589235289194,0.006343623335956895,0.9196949116500908,0.18055713116350236,0.36886522204985,0.15541651939619863,0.09318792785940079,0.11315036454749469,0.12742523632695696,0.1379866260014228,1.1365618374213222,0.32841447956601505,0.3315132861159053,0.3059228270681521,0.2713434420335415,0.2251568658930538,0.6008046128520762,1.7488118894416596,1.8742575950545726,2.0033328792775613,2.099038465536365,2.210090170572026,2.1778659243503053,2.3772957670001693,2.7281442132546796,2.6767465841663642,2.5196897601224824,2.165928864178884,2.52337185681274,0.11382643125112864,0.12338669874053222,0.1510081322206205,0.15143234012125734,0.14407219691555084,0.6457743233827972,0.25826998034812404,0.22831494096235697,0.18128821144687735,0.13839233360001205,0.09740849787620526,0.8732679484494998,2.2320738820547943,1.8839442147220609,2.2766532657227576,2.1156619078530934,1.9318230200762938,1.5716463460551973,2.0202881879037475,1.8736358344761852,1.9966044232971447,1.663259387453051,1.989855787185135,1.97159371973331,0.027107995160892243,0.035597077920216706,0.035258706191099366,0.0302678461122803,0.021118821527632822,0.06946555986970568,0.07565074334761807,0.07972652543663183,0.08391628862637279,0.0870102311956757,R1,16,16A,16C,16C,16A,H1P1S0M0R0,00:02:12.749,132749,00:02:13.029,133029,280,R1,1.6,16,ppA_both,00:02:36.625,156625,00:02:37.147,157147,522,R1,1.6,16,ppB_both,7,1,A,B,1,1,0,0,0,2,2,1,2,2,0,-242,242,132724.0,133054.0,330.0,156625.0,157147.0,522.0,330.0,both,132628.0,133150.0,156625.0,157147.0,522.0
pair07,49,both,both,True,0.27662218387602466,2.484686304395129,0.277377682516356,1.3282016341473777,0.1659260909525775,0.18647396725430626,0.0061960585527795035,0.7600915784386248,0.3175872014152369,0.1832899777378933,0.2229118348527169,0.2326672904808603,0.2120119103320131,0.18232954676804067,0.5982595065263051,0.2476668384752629,0.21771781266244436,0.1636603343992518,0.11848873187543997,0.08399539495913909,0.8564670274429286,0.0025684033751462417,0.6225582701612002,0.20664211203430485,0.2772562618568838,0.009823713730412765,0.8976248867160493,0.16630582247430764,0.3579181409735899,0.11665896336976046,0.09619993204615974,0.12173057142639608,0.13077044553485104,0.13062798745305615,1.0910208942786943,0.35537951481319624,0.33996515735367827,0.2961169073764989,0.25458195045411197,0.21435386837691736,0.652562188188105,2.4674382362179808,2.6253206338534154,2.652430991347498,2.657245449479263,2.6487545063463527,1.9623650825936896,2.45095002814933,2.6469817256556825,2.606501797239529,2.5345866336549787,2.005033355074148,2.558627213129682,0.18413266101859763,0.22317676346945176,0.23298787009499153,0.21229690399196444,0.1823697814912413,0.5997456376950993,0.24787654385138186,0.21886571850834197,0.1642800928031945,0.11934587489095531,0.08605341260347686,0.8574009297775751,0.7164633944994392,1.2203692821297096,1.2085675250767653,1.0494770996253926,0.9689524557717041,1.694152554337179,1.4627948816346295,1.8090507160345308,1.7092837693746041,1.491540060633499,1.2384725474227836,1.3692953232282978,0.02906977495765797,0.026917876602744136,0.025472173226227673,0.02389223642471434,0.023922544920764087,0.0772653749318835,0.08400735567323724,0.08323501889571223,0.08213590022941278,0.08046830159934228,R1,16,,16C,16C,16A,H0P1S0M0R0,00:02:13.318,133318,00:02:13.758,133758,440,R1,1.6,16,ppA_right,00:02:36.625,156625,00:02:37.147,157147,522,R1,1.6,16,ppB_both,7,1,A,B,0,1,0,0,0,1,2,0,1,1,0,-82,82,133318.0,133758.0,440.0,156625.0,157147.0,522.0,440.0,both,133277.0,133799.0,156625.0,157147.0,522.0
pair07,50,both,both,True,0.22957518659711104,2.34051475699751,0.23228760064923648,1.2808968177974838,0.13821940312965,0.12717567135351665,0.0029802692200481444,0.7769421350490493,0.302366025207538,0.1989764706400239,0.14824670431848758,0.1236377047304788,0.1041020763443108,0.09163560163406384,0.6384247085567654,0.23912143017773238,0.17791650673919623,0.1173019225844347,0.060129748230683455,0.01068854813575464,0.8447208170734009,0.0014592765138188729,0.670186401036169,0.133319711533473,0.26832179636115366,0.004501261926277416,0.8836978690619295,0.12103163117356028,0.3364102540539224,0.12549097627606778,0.11054070801570644,0.09169647494098086,0.07996998274558825,0.07824575940478402,1.1156675916654784,0.3037178286033589,0.22436908121787302,0.17572696025971876,0.13526162052585827,0.11040149817363804,0.6217594467895686,2.634692536844785,2.50804081865263,2.5410353295301467,2.535339070993793,2.5529780022006543,2.653398814722251,1.9875551445175057,2.0958181743231834,2.19919690300093,2.2156766392844536,1.5435407719899132,2.6189048779098765,0.19950116909169044,0.1487881950672341,0.12398861110025994,0.10448521858692969,0.09328860413549787,0.6388825874665018,0.23997024473671544,0.17987965274667153,0.11924862906120852,0.06377178842024138,0.03056878163066872,0.8450777257472183,1.4183440831587761,0.9660777057551168,0.72492334221297,0.9510637586399588,0.9927959068907541,1.844588642031668,0.9228226969108867,1.1065224733048178,1.3179009150977128,1.6058772717303298,1.9831778688212947,1.53666714901552,0.017069863788255465,0.008784123653563352,0.016262683112685465,0.01887077688537131,0.020587191670823873,0.013913900019054794,0.02293144909973611,0.018118517843157645,0.019764654329486424,0.01918415152349929,R1,16,16A,16C,16C,16A,H1P1S1M1R0,00:02:15.147,135147,00:02:15.228,135228,81,R1,1.6,16,ppA_both,00:02:36.625,156625,00:02:37.147,157147,522,R1,1.6,16,ppB_both,7,1,A,B,1,1,1,1,0,2,2,1,4,4,2,-441,441,135022.5,135352.5,330.0,156625.0,157147.0,522.0,330.0,both,134926.5,135448.5,156625.0,157147.0,522.0
pair07,51,both,both,True,0.28269386099913446,2.6143886399097216,0.2835748417710082,1.7371922244576488,0.1386783476459947,0.1928798495213882,0.004929298427641837,0.7674765241278227,0.3217618906922843,0.21243419539731911,0.24419999103357753,0.24909338483606824,0.22932701440868775,0.20381983263206305,0.6443384135468357,0.25797419699849866,0.2184853506347299,0.15375473782506213,0.09986140082255254,0.05984839062532328,0.8191894232288955,0.006159288965155753,0.6773579465069823,0.2277748836615431,0.30376403971122706,0.003699307890127922,0.8575951017486633,0.15798481538123332,0.3397597416733415,0.09693436858769555,0.10011818383837894,0.13825712867825538,0.15381102178322437,0.1647679793470078,1.12264236909662,0.336814317668029,0.32559837522826995,0.26260386755025494,0.21991700890751786,0.1877864853264134,0.5870536258318839,2.72666273818014,2.694779351787167,2.688752337112581,2.7007575486350053,2.693435714710127,2.3282118261234555,2.6238875008104103,2.700360730948431,2.6016468828951367,2.595307509055018,2.369187599779354,2.6496739388798356,0.2126089330551069,0.2442502744031054,0.24918739356675573,0.22941273094312772,0.2038703098895049,0.6447699614446486,0.25817779209752306,0.22087778247821815,0.15487144308541564,0.10129555394458684,0.06401768676546098,0.8195582395786445,2.083215817685176,1.4408410534486384,1.5746155387209826,1.7250658381803674,1.6670397766357252,1.860295622159114,1.7100472588556028,2.1212228362253627,1.6204862434621135,1.5023425501862975,1.5019092022657494,2.0392249556666555,0.01200111981296837,0.020474038094512762,0.019487362299201737,0.019855627206724076,0.01776724513863703,0.014756120447331851,0.01902007108388755,0.024255560085846083,0.02629371914824775,0.026701471658847925,R1,16,16A,,16C,16A,H0P1S0M0R0,00:02:14.037,134037,00:02:14.145,134145,108,R1,1.6,16,ppA_left,00:02:36.625,156625,00:02:37.147,157147,522,R1,1.6,16,ppB_both,7,1,A,B,0,1,0,0,0,1,2,0,1,1,0,-414,414,133926.0,134256.0,330.0,156625.0,157147.0,522.0,330.0,both,133830.0,134352.0,156625.0,157147.0,522.0
pair07,52,both,both,True,0.1910455356690841,2.5163835063773696,0.19122178335159823,1.6387156902205882,0.14153436812984216,0.10057754034081712,0.00594157581407495,0.6804709224934551,0.2623300128827824,0.11380651955925641,0.19478942538057914,0.14806547385721966,0.09743344311093068,0.07912984190368631,0.5549048241789433,0.05575449870726698,0.117323354279685,0.056934433771696186,0.06474317964631617,0.07779523319153457,0.7318662004418948,0.007409550202241486,0.590339368231591,0.12664494076233446,0.24146461973205566,0.004473601425908414,0.7706024767553192,0.07451013991929979,0.2831954060335092,0.1930501925330605,0.06225193804141469,0.057347307084454006,0.05912926384904146,0.0466883581471912,1.0923144084611263,0.3398950302832167,0.30578800021227287,0.1715512623619038,0.12612857439377567,0.09004897043046343,0.30732140825345794,2.4103453416194016,2.6925298527345047,2.501861912965245,2.2827011443711784,2.1561554916969694,2.7179297404002174,2.3232433501064556,2.3779170311328373,2.6864439091952814,2.6776379508505825,2.6783869796318016,2.6914493718239636,0.11383028468589325,0.1948189420193671,0.14815579294678205,0.09788263197505036,0.07932275190157646,0.5550049124075194,0.05624025647889591,0.11734919741082653,0.05722306361971813,0.0650032249767193,0.07788868990313963,0.7319416518936904,1.4037032530110451,1.5193100680879474,1.583584474170337,1.8804507450471497,1.87721500740891,1.6200443235153597,1.5185278004673919,2.003497714534538,1.9082426137989703,1.8225788298472683,1.0956189586867489,1.4318144940713884,0.02257413044368075,0.04131336960539574,0.04029354293870565,0.03653385340223963,0.03594106193819083,0.0464568679605942,0.04664099186757343,0.04371855385887144,0.04897626531695867,0.049192755605057814,R1,16,,16A,16C,16A,H0P1S0M1R0,00:01:49.177,109177,00:01:49.262,109262,85,R1,1.6,16,ppA_right,00:02:36.625,156625,00:02:37.147,157147,522,R1,1.6,16,ppB_both,7,1,A,B,0,1,0,1,0,1,2,0,2,2,1,-437,437,109054.5,109384.5,330.0,156625.0,157147.0,522.0,330.0,both,108958.5,109480.5,156625.0,157147.0,522.0
pair07,53,both,both,True,0.21216368173882325,2.1719727200389505,0.21423088371162669,1.779183936176394,0.16744858457362044,0.11101003865037225,0.01177318177341397,0.7649716108680453,0.29591827709727714,0.21057505965215934,0.152744635588653,0.13258161025773357,0.11692288781475296,0.1056092888209392,0.5896583487650795,0.14030295293014716,0.11815215371637126,0.07775751938907496,0.03832716898690295,0.017127109346988016,0.8462054455970771,0.015462117245652683,0.6223876911632004,0.14368669642684762,0.2605121682785669,0.008084246301175258,0.9075555305728902,0.07833338087389688,0.33132438591598745,0.08410388939826247,0.06149850594655944,0.04758778715990755,0.03721086412557842,0.028830630472534504,1.1196086956411293,0.28253839539130005,0.203633357411294,0.16238075200876803,0.12825634553125778,0.10932956241206059,0.5369712098999806,2.1876606692232623,2.220942279085495,2.1329475087211605,2.140461666903281,2.158573707478123,2.387523425258227,1.8903629527943935,2.0423555049764888,2.2692175617531536,2.287567098746639,2.158905165169262,2.1871551003579195,0.21089523054729983,0.15314684966984835,0.13299105267314593,0.11721768857784731,0.10608897769434869,0.5915869896938019,0.14179847466677165,0.12089943689342952,0.08018255825083509,0.04158419491081501,0.027614699826492225,0.8467644511348847,2.438919805675702,2.0991983905866207,2.2186859756561197,1.9220009817756551,1.9533446409108208,1.544313918525532,0.6502177315751877,1.5952710183725827,1.6431295624874929,2.01091318764845,1.8177545928043353,1.456457428098225,0.07314992753370966,0.07275398158967565,0.07356002730935711,0.0713625628781906,0.06921636454896336,0.04563265357070164,0.04415528964328112,0.04114025012002978,0.039559310055641436,0.04298885327173843,R1,16,,16A,16C,16A,H0P1S1M1R0,00:02:17.856,137856,00:02:17.936,137936,80,R1,1.6,16,ppA_right,00:02:36.625,156625,00:02:37.147,157147,522,R1,1.6,16,ppB_both,7,1,A,B,0,1,1,1,0,1,2,0,3,3,2,-442,442,137731.0,138061.0,330.0,156625.0,157147.0,522.0,330.0,both,137635.0,138157.0,156625.0,157147.0,522.0
pair07,54,both,both,True,0.18633627103807204,2.5607887560563745,0.18669127106511635,1.68376055128976,0.2244722919031476,0.0750144351763601,0.010369568868218718,0.7510797252062343,0.27882124308360434,0.09683276532753626,0.16346429161772683,0.06608979179423015,0.05686065823363571,0.05672723966737401,0.7301271768019281,0.0269120689542489,0.1684762696579336,0.053833219781448755,0.03559268092430578,0.025355365805160974,0.7557637238913353,0.010186920630350113,0.7389823765857116,0.08799494932810059,0.2790547488480541,0.010552217106087324,0.763177073826757,0.0620339210246196,0.27858773731915465,0.22442201244087315,0.19944002705325548,0.13559333524265915,0.10338823687696884,0.07712974378457188,1.1691061973844867,0.33119279797815965,0.40582850051832536,0.24333623392916456,0.190355624682729,0.14768425834398635,0.3414689531149801,2.975400439865059,2.9452605793531124,2.682331978316256,2.7017218422612554,2.7513416813061298,3.276382082569524,1.1177612480460255,2.770731853335651,2.5794496324824547,2.2292166513800824,1.721220422764822,2.9786466609961213,0.09694176729883353,0.1634988081882145,0.06658319516943333,0.0573444284477456,0.056920577571205146,0.730359486155382,0.02884561553310584,0.1688655650400599,0.05388668331916591,0.035662605874424574,0.02547285426733135,0.7559136659164944,1.645902041237416,1.5793937097859878,1.8411979037266561,1.6400522875849592,1.6490457473285078,1.523413888582625,1.4147460117501653,1.86026938098785,1.8775425957939584,1.8028084700531881,1.4085029551386137,1.9622516235071938,0.12398988109106336,0.15568762753682533,0.1249775115340606,0.11557926868654188,0.12004324224565781,0.10629184612909322,0.1216198659228356,0.10951464815064132,0.11164182138681768,0.11843088946097109,R1,16,16A+16C,16A+16C,16C,16A,H1P1S0M0R1,00:01:51.722,111722,00:01:54.443,114443,2721,R1,1.6,16,ppA_both,00:02:36.625,156625,00:02:37.147,157147,522,R1,1.6,16,ppB_both,7,1,A,B,1,1,0,0,1,2,2,1,3,3,0,2199,2199,111722.0,114443.0,2721.0,156625.0,157147.0,522.0,522.0,both,111722.0,114443.0,155525.5,158246.5,2721.0
pair07,55,both,both,True,0.17676039463321747,2.339014375552185,0.17815271258497223,1.7567778275782318,0.16055809425130516,0.068568739898685,0.009612684900210052,0.7611247252203921,0.2797687166730957,0.11041419455856458,0.06994722426111694,0.0773811728029676,0.06246434632706736,0.06786195904193988,0.7602602281105237,0.05123042304865224,0.14279119580408403,0.0585372891552971,0.02200690649467167,0.023052687492488535,0.675177108501236,0.010935714796482301,0.8080049831785108,0.07761377939833128,0.2988514924577748,0.008289655003937803,0.7142444672622733,0.05952370039903872,0.2606859408884166,0.19428301888623753,0.1678784933400964,0.1268198245954361,0.09445023319200598,0.07591114219358071,1.1362902274335298,0.3232963386263544,0.3661211172050988,0.22437686527889752,0.17369014511712577,0.13581339481036844,0.3978970938956063,2.556761919412129,2.158324973342303,2.21428548383418,2.360699177750228,2.507519033183011,2.6848510540929054,2.2139795443488657,2.305224530690398,2.565088886766334,2.0672987717723896,2.2237290327154025,2.2104100987180773,0.1114292047625658,0.07027457706287593,0.07744105589263191,0.0626023818110704,0.06793399042482202,0.7602665448937382,0.05667162042160763,0.14521890666943416,0.05993537273168931,0.02513833755106607,0.025736676910902933,0.6751838818872625,1.904509905674376,1.8247427665938034,2.0994212856982735,1.7258787886764682,1.4651730431604322,1.772547354545454,0.7103949924818325,1.6182194178844203,1.8208634499208909,2.0480826044682985,2.022937737989984,2.068562583844548,0.04231618086057225,0.044478009010386045,0.05022541156442353,0.04344405872201044,0.03988712610456848,0.05520514637190604,0.060619272261986525,0.050446711186192046,0.04979513109318291,0.05484274722867378,R1,16,16A+16C,16A+16C,16C,16A,H1P1S0M0R1,00:02:24.231,144231,00:02:24.549,144549,318,R1,1.6,16,ppA_both,00:02:36.625,156625,00:02:37.147,157147,522,R1,1.6,16,ppB_both,7,1,A,B,1,1,0,0,1,2,2,1,3,3,0,-204,204,144225.0,144555.0,330.0,156625.0,157147.0,522.0,330.0,both,144129.0,144651.0,156625.0,157147.0,522.0
pair07,56,both,both,True,0.26770492232697496,2.368516958199634,0.26859875662364396,1.6497473694558904,0.1625468466532048,0.18469950776853866,0.010960891765115895,0.7058021690962244,0.3004875228766263,0.17189897476061936,0.17095576497658688,0.23798092642599722,0.23441141092592147,0.20301090975509137,0.6891912267429303,0.06634938695842962,0.16675369024890924,0.2080572317392279,0.211166104935161,0.17641067695944262,0.6762727634953819,0.01224660678994368,0.7167172062257897,0.20365159736884325,0.31087180346152554,0.009675176740288111,0.6948871319666591,0.16574741816823407,0.29010324229172707,0.13667316949349978,0.15913869716049547,0.18118019183614317,0.18214250566089468,0.15876290377473398,1.1065313981592801,0.3339884436454473,0.39705568351018017,0.3822505911247871,0.33002415401768354,0.2477166412437581,0.3184502202545674,2.5123510000420937,2.3631495253231733,2.5500740010942664,2.617823729449429,2.6848160151060445,2.5655813550474726,1.419485752668577,2.2140455052165233,2.6034558756041344,2.484271886294816,2.2181051581550433,2.189043694394033,0.17211702762958375,0.17108451652108653,0.23815200858343533,0.23507060422583462,0.20333508855899166,0.6893977492163419,0.07249156208111908,0.16765841164811157,0.20814726751655815,0.2117689449767608,0.17747595338713298,0.6764859451387706,1.9412901453991367,1.6398737946905257,1.8571129781190383,1.777028355109226,1.8859997300859324,1.5760142107190809,1.2332106940484016,1.4245691282461108,1.2944447587373764,1.3482357065330053,1.6711512763374579,2.1480376554453926,0.0527400812105707,0.0690510275408912,0.05470263010359131,0.05308167871758182,0.05473612657625769,0.056199362459449634,0.06829878137396743,0.05995907085800483,0.05854180689239511,0.057787603867435665,R1,16,16A+16C,16A+16C,16C,16A,H1P1S0M0R0,00:02:25.280,145280,00:02:26.040,146040,760,R1,1.6,16,ppA_both,00:02:36.625,156625,00:02:37.147,157147,522,R1,1.6,16,ppB_both,7,1,A,B,1,1,0,0,0,2,2,1,2,2,0,238,238,145280.0,146040.0,760.0,156625.0,157147.0,522.0,522.0,both,145280.0,146040.0,156506.0,157266.0,760.0
pair07,57,both,both,True,0.2978049309047999,2.661215474823221,0.2984681574483461,1.579267994237787,0.06828627581788817,0.29338827573026127,0.00359100473290594,0.33479811759549405,0.21059246601955373,0.17295711237604797,0.3445014344691591,0.3264256896340424,0.32502328344593634,0.29784619233292614,0.3198706043401652,0.17257954967211106,0.3439632639073972,0.3260680505992279,0.3257581132587813,0.2987600676069832,0.3199058092148213,0.003617007964177549,0.33480370295096923,0.2933507424516224,0.21059048445558973,0.0035650015016343304,0.3347925322400188,0.29342580900890014,0.21059444758351775,0.1725702828951368,0.3439132759138606,0.32581836870657094,0.3254403821248849,0.29841506720964917,0.32005406225573935,0.1729667707714526,0.3445513565195302,0.3266847380830253,0.3253413467076499,0.29819160530897154,0.3197219276651072,2.6342669513410835,2.6441700646503046,2.6918951769390462,2.697475579803441,2.669227991729645,2.6336330842299494,2.627085583853629,2.641220195164896,2.6904746664564176,2.698134396313399,2.6706442940654287,2.6363577133314093,0.17311226385649753,0.34453356030501153,0.3266746255917149,0.3260836334492538,0.2989237223409627,0.32133071986478784,0.1727451529040552,0.3439993915426534,0.3262895824799728,0.3267713464042596,0.2997909927586554,0.3213628978823282,1.3754969741600007,0.9310864645178877,1.6878110474068333,1.7812859694881935,1.8708657848930608,1.7611300225145157,1.34297886455303,0.976097579511399,1.6882485980510522,1.788331854661628,1.981124760073006,1.7667580110228371,0.019691467621196453,0.008134549658979667,0.02236656497582523,0.022033341179019558,0.017601175315561077,0.019749635201460485,0.00808068664170678,0.02226744648946393,0.022117076848156215,0.017616952328302175,R1,11,11C,11C,11C,11C,H1P1S0M0R1,00:03:00.857,180857,00:03:01.303,181303,446,R1,1.7,11,ppA_both,00:02:57.404,177404,00:02:57.884,177884,480,R1,1.7,11,ppB_both,7,1,B,A,1,1,0,0,1,2,2,1,3,3,0,-34,34,180857.0,181303.0,446.0,177404.0,177884.0,480.0,446.0,both,180840.0,181320.0,177404.0,177884.0,480.0
pair07,58,both,both,True,0.16915099135669093,2.0976758079876734,0.17069436810555982,1.6158837105292236,0.09752158279496426,0.1464206277065993,0.008615606973986065,0.3265661526920609,0.16053412912421544,0.04168762670865916,0.06483122699348712,0.11410390918915424,0.1283137985266173,0.12371923334483745,0.18770512298496142,0.15236405220274363,0.20718356078728925,0.2325540152555496,0.21803030088506414,0.18141855317259079,0.37790049622933714,0.012394883515912655,0.2315425175996704,0.09453115895255107,0.11282285335604471,0.004836330432059474,0.42158978778445144,0.1983100964606475,0.20824540489238616,0.041497507245100394,0.06435381547714857,0.11311461887282878,0.1284753280811156,0.12398371947537172,0.18830405864646396,0.15227497777218477,0.20717363372756345,0.23282300670947956,0.21762210875279664,0.18087028945140968,0.3778036962351661,1.5948486875942995,1.3484954480021503,1.787359603567444,1.851318313764481,2.1235127865823773,1.9757786845766798,2.19227722324894,2.3279941760217207,2.4164094803838796,2.44921563456231,2.4474831705089826,2.6574164870388146,0.04616847403620151,0.06993302810617048,0.11530327440493968,0.12867210346042823,0.124082582955406,0.18847428451401635,0.1540080622702816,0.20878321297776767,0.23330502395593647,0.21853691978571968,0.1825752417150094,0.3784902090848409,1.8977505952612037,1.7946071864186213,1.987921002899852,1.9110032896764673,1.4397551642577848,1.6341580108615066,1.0851184343609253,1.919937704446656,1.6979242011048057,1.4845152787080926,1.4446854171326606,1.0932282412221084,0.08801737172476971,0.08020583873996238,0.08168913692397178,0.0810735450210885,0.07780402474172873,0.03095259346557809,0.04654691902917272,0.044393085027421696,0.03816371434779579,0.03580714530378302,R1,11,11C,11C,11C,,H0P1S0M0R1,00:03:00.857,180857,00:03:01.303,181303,446,R1,1.7,11,ppA_both,00:02:58.819,178819,00:02:59.168,179168,349,R1,1.7,11,ppB_left,7,1,B,A,0,1,0,0,1,2,1,0,2,2,0,97,97,180857.0,181303.0,446.0,178819.0,179168.0,349.0,349.0,both,180857.0,181303.0,178770.5,179216.5,446.0
pair07,59,both,both,True,0.268271016820428,2.478954985406332,0.2691532155040097,1.4969297644445179,0.09446834816062782,0.2668833009717497,0.009056614885181858,0.29548451126257574,0.19047480903983577,0.13142733989186264,0.2856470673011363,0.33971064859161354,0.3333999004893459,0.2850022877295269,0.08672038752327665,0.11981094929996104,0.26670445785447244,0.31245113258168655,0.3166586256004143,0.2780206003774773,0.4636988046043622,0.013131060425805944,0.08864113392749925,0.2750374488006971,0.1256032143846674,0.00498216934455777,0.5023278885976522,0.2587291531428023,0.2553464036950041,0.11971562447343344,0.26669910902880595,0.3126696733311491,0.3161901713203306,0.2775046180015619,0.4635646903965439,0.13084802272473453,0.2851596480724413,0.33871266953735146,0.33372251568164957,0.2856058074248571,0.08725132404936699,1.8408857132259007,2.44682152579556,2.5032224806317744,2.5096837713518947,2.4522763897425195,2.2169450992838127,2.4952769373756647,2.655866800422594,2.679611636468286,2.6851169147171645,2.6859869684002198,2.575765587460593,0.1319271936169679,0.286327089413586,0.34004249172528417,0.33347833363098883,0.2851427779677654,0.09121138869631507,0.11994431901886225,0.26683185302451684,0.3130769178713567,0.31789828953727856,0.2797499005899196,0.4642080309552757,1.41828225468674,0.9691934985126991,1.1438200970039216,1.342285236252141,1.034791544413028,1.769474459286808,1.5128542716583504,2.064095253332986,1.895009035835524,1.5292466642137494,1.4593022647952882,1.824802593342981,0.08829019961430347,0.08564721106146579,0.08727076053124024,0.08692914204492411,0.08400495165732627,0.036405715918703674,0.03234002080515612,0.028360669410130785,0.025306244206721108,0.028646070549923467,R1,11,11C,11C,11C,,H0P1S0M0R0,00:03:00.857,180857,00:03:01.303,181303,446,R1,1.7,11,ppA_both,00:03:15.074,195074,00:03:15.354,195354,280,R1,1.7,11,ppB_left,7,1,A,B,0,1,0,0,0,2,1,0,1,1,0,166,166,180857.0,181303.0,446.0,195049.0,195379.0,330.0,330.0,both,180857.0,181303.0,194991.0,195437.0,446.0
pair07,60,both,both,True,0.26209816127250407,2.5712279355720016,0.2621714796611264,1.3631506318040594,0.0814915576868297,0.2477215330527482,0.004681654122428285,0.3561084727001469,0.20283721995844115,0.19362672446939513,0.34079335314445475,0.21265869275131177,0.1623261783906808,0.16142814849886375,0.4184269042184004,0.25923761806639656,0.2953572058114806,0.31277971019889295,0.26831492146095015,0.2706927777350556,0.2495357005241666,0.004430106049454868,0.44796011324468127,0.21416661945094123,0.22218561291502578,0.004933202195401703,0.2642568321556126,0.28127644665455515,0.1834888270018565,0.300717485125603,0.318852488871073,0.31943543021483284,0.2805980747275339,0.2848699966445587,0.23709846622633546,0.1538142971775624,0.3135621892000136,0.2077416486995941,0.1496434646013207,0.1459841080723144,0.4369212921793363,2.534530521889783,2.4503282691790234,2.507515673952406,2.4945024746028337,2.5266126724215945,2.617263531091815,2.5885586967659333,2.577140967550223,2.6496407501232278,2.600222294026136,2.64077249256949,2.667646882691556,0.19372807953513432,0.34092814004053296,0.21267358607276107,0.16233304957144032,0.16161135996996415,0.4184644067647934,0.25924337619899007,0.29536372280396594,0.31288664494830754,0.26848995337851683,0.2707573833905992,0.24957805325851162,0.6380940238606317,0.7408646229352562,1.3221682521193565,0.9068063027620805,0.8542694787974651,1.5334328826646522,1.140449833441153,1.8880619482201553,1.709008356634447,2.0968095419209365,1.9375816696453443,1.5902606686472338,0.03242260673551354,0.031379016053648505,0.03239534334596142,0.027602499362811225,0.027820586920386307,0.019903966822722222,0.03178978357768774,0.042510275079913576,0.03010362898463289,0.03400838061611197,R1,11,11A+11D,11A+11D,11A,11A,H1P1S1M1R0,00:03:16.715,196715,00:03:16.795,196795,80,R1,1.7,11,ppA_both,00:02:53.802,173802,00:02:54.186,174186,384,R1,1.7,11,ppB_both,7,1,B,A,1,1,1,1,0,2,2,1,4,4,2,-304,304,196590.0,196920.0,330.0,173802.0,174186.0,384.0,330.0,both,196563.0,196947.0,173802.0,174186.0,384.0
